iteration,query,time(s)
1,1,4.701
1,2,1.31
1,3,1.31
1,4,0.123
1,5,0.47
1,6,0.245
1,7,0.798
1,8,1.596
1,9,3.29
1,10,0.525
1,11,0.154
1,12,0.338
1,13,2.175
1,14,0.387
1,15,1.23
1,16,3.965
1,17,87.841
1,18,0.253
1,19,0.309
1,20,124.111
1,21,1.734
1,22,22.758
